System,System_ID,PACCAR_ID,Address,Name,City,Region,Country,Postal_Code
SAP S4,SAP S4,303245,"220 W42ND ST, 3RD FLOOR","WESTWOOD ONE, LLC",NEW YORK,NY,US,10036
SAP S4,SAP S4,302605,220 WEST CLINTON STREET,CHARLEVOIX PUBLIC LIBRARY,CHARLEVOIX,MI,US,49720
SAP S4,SAP S4,305158,2200 10TH STREET STE 300,VECTOR CONTROLS LLC,PLANO,TX,US,75074
SAP S4,SAP S4,301526,2200 6TH AVENUE SOUTH,TOTAL RECLAIM INC,SEATTLE,WA,US,98134
CASS,T,UNK,2200 AIRWEST BLVD,XPO LTL XIN,PLAINFIELD,IN,US,46168
SAP S4,SAP S4,302685,"2200 ALASKAN WAY, SUITE 490",FRANCE EDUCATION NORTHWEST,SEATTLE,WA,US,98121
SAP S4,SAP S4,306782,2200 CARDEN ST,INDUSTRIAL CASTER & WHEEL CO,SAN LEANDRO,CA,US,94577
CASS,P,UNK,2200 CENTERWOOD DRIVE,WITZENANMANN USA LLC,WARREN,MI,US,48091
Winch,,1201,2200 CHANNAHON RD DK2/C21J,CATERPILLAR TRACTOR,"PO BOX 504-002 JOLIET, IL",IL,US    ,60434-0504
PTS,,50561MX,2200 Cienegas Rd,"MSSL Wiring System, Inc C/O XPO",DEL RIO,TX,USA,78840
CASS,T,00470DR,2200 CIENEGAS ROAD,AEES CO MENLO LOGISTICS,DEL RIO,TX,US,78840
CASS,P,00470GA788,2200 CIENEGAS ROAD,AEES CO MENLO LOGISTICS,DEL RIO,TX,US,78840
SAP S4,SAP S4,00470GA,2200 CIENEGAS ROAD,AEES L.P.,DEL RIO,TX,US,78840
PTS,,00470DR,2200 CIENEGAS ROAD,PKC GROUP C/O MENLO LOGISTICS,DEL RIO,TX,USA,78840
PTS,,00470ZZ,2200 CIENEGAS ROAD,PKC GROUP C/O MENLO LOGISTICS,DEL RIO,TX,USA,78840
PTS,,00470GA,2200 CIENEGAS ROAD,PKC GROUP C/O XPO LOGISTICS,DEL RIO,TX,USA,78840
PTS,,00470GA788,2200 Cienegas Road,PKC Group c/o XPO Logistics,DEL RIO,TX,USA,78840
SAP S4,SAP S4,W861,2200 FORWARD DR,FEDEX FREIGHT,HARRISON,AR,US,72601
CASS,P,UNK,2200 FORWARED DR,FEDEX FREIGHT,HARRISON,AR,US,72601
CASS,T,10010AA,2200 HARDY PARKWAY,KAMAN BEARING SUPPLY,COLUMBUS,OH,US,43223
PTS,,10010AA,2200 HARDY PARKWAY,KAMAN BEARING & SUPPLY,COLUMBUS,OH,USA,43223
SAP S4,SAP S4,304489,2200 I35-W,LONESTAR FENCE,DENTON,TX,US,76207
CASS,P,P066 003,2200 KIRTON AVE,EARLY BIRD TRANSFER,ARMSTRONG,BC,CA,V0E1B0
CASS,W,1318,2200 LITTON LANE,CINCINNATI MACHINE LLC,HEBRON,KY,US,41048
PTS,,1318,2200 LITTON LANE,CINCINNATI MACHINE LLC,HEBRON,KY,USA,41048
SAP S4,SAP S4,300560,2200 M AVE,ANACORTES SCHOOLS FOUNDATION,ANACORTES,WA,US,98221-0000
SAP S4,SAP S4,304182,"2200 MILL RD, STE 350",NATIONAL PRIVATE TRUCK,ALEXANDRIA,VA,US,22314
CASS,W,6269,2200 MILL ROAD,UTILITY FLEET MGMT,ALEXANDRIA,VA,US,22314
PTS,,6269,2200 MILL ROAD,"UTILITY FLEET MGMT, IT PUBL.",ALEXANDRIA,VA,USA,22314
CASS,P,UNK,2200 N ATKINSON AVE,L & F DISTRIBUTORS,ROSWELL,NM,US,88201
CASS,P,20134AA600,2200 NORMAN DRIVE SOUTH,PEER BEARING,WAUKEGAN,IL,US,60085
CASS,T,20134AA,2200 NORMAN DRIVE SOUTH,PEER BEARING,WAUKEGAN,IL,US,60085
PTS,,20134AA,2200 NORMAN DRIVE SOUTH,PEER BEARING,WAUKEGAN,IL,USA,60085
PTS,,20134AA600,2200 Norman Drive South,Peer Bearing,WAUKEGAN,IL,USA,60085
CASS,W,6851,2200 NORMAN DRIVE WEST,PEER BEARING,WAUKEGAN,IL,US,60085
Winch,,6851,2200 NORMAN DRIVE WEST,PEER BEARING COMPANY,WAUKEGAN,IL,US,60085
PTS,,6851,2200 NORMAN DRIVE WEST,PEER BEARING COMPANY,WAUKEGAN,IL,USA,60085
SAP S4,SAP S4,304192,2200 NORTHMONT PARKWAY,GRAVOTECH INC,DULUTH,GA,US,30096
CASS,T,UNK,2200 NORTHMONT PKWY,GRAVOGRAPH NEW HERMES,DULUTH,GA,US,30096
CASS,T,UNK,2200 PENDLEY RD,SPHERIC TRAFALGAR LTD,CUMMING,GA,US,30041
SAP S4,SAP S4,302188,"2200 RENAISSANCE BLVD, SUITE 350",RATNER AND PRESTIA PC,KING OF PRUSSIA,PA,US,19406
CASS,W,UNK,2200 S 4000 W,MAJOR DRILLING AMERICA,SALT LAKE CITY,UT,US,84120
CASS,P,Z416001,2200 S 75TH AVE,SWIFT TRANSPORTATION,PHOENIX,AZ,US,85043
SAP S4,SAP S4,F378,2200 S 75TH AVE,SWIFT TRANSPORTATION,PHOENIX,AZ,US,85043-7410
CASS,W,6184,2200 S LAKESIDE DRIVE,ULINE,WAUKEGAN,IL,US,60085
Winch,,6184,2200 S. LAKESIDE DRIVE,ULINE,WAUKEGAN,IL,US    ,60085
PTS,,6184,2200 S. LAKESIDE DRIVE,ULINE,WAUKEGAN,IL,USA,60085
CASS,W,6512,2200 SOUTH MAIN ST,NORTHROP GRUMMAN POLY,BLACKSBURG,VA,US,24060
PTS,,6512,2200 SOUTH MAIN ST,NORTHROP GRUMMAN POLY-SCI.,BLACKSBURG,VA,USA,24060
CASS,T,UNK,2200 STATE LINE RD,AMERICAN CRANE & TRACTOR,KANSAS,KS,US,66103
CASS,P,UNK,2200 U.S 89,BOWMANS DIESEL,KANAB,UT,US,84741
SAP S4,SAP S4,305796,2200 UNIVERSITY AVENUE EAST,BLACKBERRY LIMITED,WATERLOO,ON,CA,N2K 0A7
SAP S4,SAP S4,302733,2200 W HIGGINS SUITE 135,NORTHWEST SUBURBAN UNITED WAY,HOFFMAN ESTATES,IL,US,60195
CASS,P,UNK,2200 W LANDSTREET RD,NEXTRAN TRUCK CENTER ORLANDO,ORLANDO,FL,US,32809
SAP S4,SAP S4,306394,2201 15TH AVE W,SUPERGRAPHICS,SEATTLE,WA,US,98119-2417
CASS,P,W372,2201 EAST HIGHWAY 50,DODGE CITY INTERNATIONAL,DODGE CITY,KS,US,67801
CASS,P,UNK,2201 ELMHURST LANE,W O GRUBB,PORTSMOUTH,VA,US,23701
CASS,T,UNK,2201 GREEN LN,CASTROL INDUSTRIAL NA,LEVITTOWN,PA,US,19057
SAP S4,SAP S4,300933,2201 HUMBOLDT STREET,BLYTHE PLUMBING AND HEATING INC,BELLINGHAM,WA,US,98225
CASS,P,UNK,2201 HWY 30 WEST,HL PALMER JOHNSON MILL STAK ST,FRUITLAND,ID,US,83619
CASS,T,14262AA,2201 N 170TH AVE,FIBER PAD INC,TULSA,OK,US,74132
CASS,P,14262AA741,2201 N 170TH E AVE,FIBER PAD INC,TULSA,OK,US,74116
PTS,,14262AA741,2201 N 170th E. Ave,"Fiber Pad, Inc",TULSA,OK,USA,74116
PTS,,14262AA,2201 N. 170TH AVE.,"FIBER PAD, INC.",TULSA,OK,USA,74132
CASS,P,UNK,2201 NORTH 4TH ST,HARMS FARMS TRUCKING,BEATRICE,NE,US,68310
CASS,P,UNK,2201 S W 145 AVENUE,KENWORTH OF SOUTH FLORIDA,MIRAMAR,FL,US,33027
CASS,P,Z702 001,2201 SW 57TH ST,SWIFT TRANSPORTATION,OCALA,FL,US,34474
CASS,P,UNK,2201 TRADE DR,ADVANCED DISPOSAL,MACON,GA,US,31217
SAP S4,SAP S4,302694,2201 WEST END AVENUE,VANDERBILT UNIVERSITY,NASHVILLE,TN,US,37235
CASS,T,01035AH,22010 SE 51ST STREET,SIEMENS VDO AUTOMOTIVE,ISSAQUAH,WA,US,98029
PTS,,01035AH,22010 SE 51ST STREET,SIEMENS VDO AUTOMOTIVE,ISSAQUAH,WA,USA,98029
SAP S4,SAP S4,301114,22011 26TH AVE SE,PCE PACIFIC INC,BOTHELL,WA,US,98021
PTS,,10167AG,22011 76TH AVE S,EMJ (EARL M. JORGENSON),KENT,WA,USA,98032
CASS,T,10167AG,22011 76TH AVE SOUTH,EMJ EARL M JORGENSON,KENT,WA,US,98032
CASS,W,UNK,22015 SOUTH FWY,ALATAS AMERICAS BR,MANVEL,TX,US,77578
CASS,T,UNK,2202 E DOMINGUEZ ST,KENWOOD USA CORP,LONG BEACH,CA,US,90810
CASS,P,UNK,2202 W TAFT VINELAND RD,UNIVERSAL TECHNICAL INSTTUTE,ORLANDO,FL,US,32837
CASS,T,17114DI,22021 SKYWAY CHURCH ROAD,ARVIN MERITOR,MAXTON,NC,US,28364
SAP S4,SAP S4,17114GN,22021 SKYWAY CHURCH ROAD,MERITOR LAURINBURG -,MAXTON,NC,US,28364
SAP S4,SAP S4,17114GO,22021 SKYWAY CHURCH ROAD,MERITOR LAURINBURG - DRIVE-,MAXTON,NC,US,28364
CASS,T,50022BG,22021 SKYWAY CHURCH ROAD,ZF FRIEDRICHSHAFEN ARVIN MERIT,MAXTON,NC,US,28364
PTS,,17114DI,22021 SKYWAY CHURCH ROAD,ARVIN MERITOR,MAXTON,NC,USA,28364
PTS,,17114GN,22021 SKYWAY CHURCH ROAD,MERITOR,MAXTON,NC,USA,28364
PTS,,17114GO,22021 SKYWAY CHURCH ROAD,MERITOR,MAXTON,NC,USA,28364
PTS,,50022BG,22021 SKYWAY CHURCH ROAD,ZF FRIEDRICHSHAFEN (ARVIN MERITOR),MAXTON,NC,USA,28364
CASS,T,79964AA,22024 BROOKS ROAD,BROOKHAVEN TRANSPORTATION,SILOAM SPRINGS,AR,US,72761
PTS,,79964AA,22024 BROOKS ROAD,BROOKHAVEN TRANSPORTATION,SILOAM SPRINGS,AR,USA,72761
SAP S4,SAP S4,301607,22029 23RD DR SE,GRAND EVENT RENTALS,BOTHELL,WA,US,98021
SAP S4,SAP S4,306840,"22029 23RD DRIVE SE, STE 105",GRAND EVENT RENTAL,BOTHELL,WA,US,98021
SAP S4,SAP S4,306758,22029 70TH AVE S,JDS GROUP LTD,KENT,WA,US,98032
SAP S4,SAP S4,305360,2203 23RD AVE S,JOHNSON BARROW INC,SEATTLE,WA,US,98144
SAP S4,SAP S4,304801,2203 JOE FIELD RD,NORTH DALLAS WAREHOUSE EQUIP,DALLAS,TX,US,75229-3326
PTS,,01579AL,22030 84TH AVE S,APPLIED INDUSTRIAL TECH,KENT,WA,USA,98032
PTS,,01579AA,22030 84th AVE S.,APPLIED INDUSTRIAL TECHNOLOGIES,KENT,WA,USA,98032
CASS,T,01579AL,22030 84TH AVE SOUTH,APPLIED INDUSTRIAL TECH,KENT,WA,US,98032
CASS,P,UNK,22031 HWY 72,NEXTRAN TRUCK CENTER,TUSCUMBIA,AL,US,35674
CASS,P,UNK,2204 M COTTRELL LN,JENKINS AUTO SERVICE,HOBBS,NM,US,88240
CASS,P,Z007 007,2204 S 75TH AVE,SWIFT TRANSPORTATION,PHOENIX,AZ,US,85043
CASS,T,79924AA,22040 NETWORK PLACE,CHEMETALL AMERICAS,CHICAGO,IL,US,60670
PTS,,79924AA,22040 NETWORK PLACE,CHEMETALL AMERICAS,CHICAGO,IL,USA,60670
SAP S4,SAP S4,306972,2205 152ND AVE NE,DATA SCIENCE DOJO LLC,REDMOND,WA,US,98052
CASS,P,UNK,2205 250TH STREET,WATONWAN FARM,TRUMAN,MN,US,56088
CASS,W,7179,2205 B NORTH WILLOW,TERMINIX,BROKEN ARROW,OK,US,74012
PTS,,7179,2205 B NORTH WILLOW,TERMINIX,BROKEN ARROW,OK,USA,74012
SAP S4,SAP S4,305009,2205 LEA MEADOW CIR,JARROD K TAYLOR,CORINTH,TX,US,76208
CASS,W,UNK,2205 PARROTT WAY,SUMMIT ATTACHMENTS,KELSO,WA,US,98626
SAP S4,SAP S4,300938,2205 QUEEN STREET,GATEWAY CONTROLS INC,BELLINGHAM,WA,US,98229
CASS,T,UNK,2205 TROTT AVENUE SW,FERGUSON ENTERPRISES # 166,WILLMAR,MN,US,56201
CASS,P,S015,2206 E 25TH ST,SAHLING KENWORTH INC,KEARNEY,NE,US,68847
PTS,,S015,2206 Highway 30 E,"Sahling Kenworth, Inc.",KEARNEY,NE,USA,68847
CASS,P,S015,2206 HIGHWAY 30 EAST,SAHLING KENWORTH,KEARNEY,NE,US,68847
CASS,P,Z007 007,2206 S 75TH AVE,SWIFT TRANSPORT,PHOENIX,AZ,US,85043
PTS,,Z007-007,2206 S 75th Ave,Swift Transport,PHOENIX,AZ,USA,85043
SAP S4,SAP S4,307311,2207 COLLECTIONS CENTER DRIVE,HACH COMPANY,CHICAGO,IL,US,60693
CASS,T,UNK,2207 NE 201ST AVE,CASCADE TOOLING,FAIRVIEW,OR,US,97024
CASS,P,UNK,2207 TALLEY WAY,C& C LOGGING LLC,KELSO,WA,US,98626
CASS,P,Z008,2208 S 75TH AVE,SWIFT TRANSPORTATION,PHOENIX,AZ,US,85043
CASS,P,UNK,2209 4TH AVE S,ALLSTATE PARTS,CLEAR LAKE,IA,US,50428
CASS,P,UNK,2209 W HAMBURG ST,BOB GINNS,BALTIMORE,MD,US,21230
SAP S4,SAP S4,302192,2209 WEST 190TH STREET,COLLISION RESEARCH AND ANALYSIS,TORRANCE,CA,US,90504
SAP S4,SAP S4,304445,2209 WINTHROP HILL RD,DENTON BENEFIT LEAGUE,ARGYLE,TX,US,76226
SAP S4,SAP S4,305148,2209 WISCONSIN ST S-100,ALPHA TESTING INC,DALLAS,TX,US,75229
SAP S4,SAP S4,303696,22094 CRAGON ROAD,ROBERTO RUIZ,HARLINGEN,TX,US,78552
CASS,T,UNK,221 21ST STREET,LUBE EQUIPMENT,ASHLAND,KY,US,41101
SAP S4,SAP S4,306568,221 AIRPORT WAY,PACIFIC GLASS  INC,RENTON,WA,US,98057
CASS,P,N909007,221 AMBOY RD,OLEN HENSLEY AUTOMOTIVE INC,ASHEVILLE,NC,US,28806
CASS,P,N909 007,221 AMBOY RD,OLEN HENSLEY AUTOMOTIVE INC,ASHEVILLE,NC,US,18806
SAP S4,SAP S4,300470,221 BEAVER STREET,CCSI INC,AKRON,OH,US,44304-1909
CASS,T,23606AA,221 CAMPILLO ST STE C,PACIFIC IND PART AND SPLY,CALEXICO,CA,US,92231
CASS,T,ESTESTERM,221 CHURCH RD,ESTES EXPRESS LINES,YORK,PA,US,17402
CASS,W,4175,221 E 29TH ST,NEWS 400,LOVELAND,CO,US,80538
CASS,P,Z015,221 E D ST,SWIFT TRANSP WILMINGTON,WILMINGTON,CA,US,90744
SAP S4,SAP S4,306529,221 E MAIN ST,PITTSBURGH PAINT - 5412,CIRCLEVILLE,OH,US,43113
CASS,P,UNK,221 E STATE ST,RHOADS TIRE SHOP,QUARRYVILLE,PA,US,17566
PTS,,4175,221 E. 29TH ST.,NEWS/400,LOVELAND,CO,USA,80538
SAP S4,SAP S4,307100,221 FIRST AVE WEST STE 310,"C2AIR, INC",SEATTLE,WA,US,98119
CASS,D,UNK,221 HAMMOND AVE,ALLSTATE PETERBUILT,SUPERIOR,WI,US,54880
CASS,T,12436KA,221 HELICOPTER CIRCLE,PARKER HANNIFIN CORP,CORONA,CA,US,92880
CASS,P,UNK,221 HENDRICKS AVE,RAIO CONTRACTING,CHESILHURST,NJ,US,8089
SAP S4,SAP S4,301414,221 MAIN STREET #420,KEEP TRUCKIN INC,SAN FRANCISCO,CA,US,94105
SAP S4,SAP S4,302197,"221 MAIN STREET, SUITE 1000",DOCUSIGN INC,SAN FRANCISCO,CA,US,94105-0000
CASS,D,UNK,221 RAYMOND ST,ACTION FILTRATION,HOPE,IN,US,47246
SAP S4,SAP S4,307217,221 RENICK AVE,ADVANCED SERVICES H & C INC,CHILLICOTHE,OH,US,45601
CASS,P,UNK,221 S PUUENE AVE,VALLEY ISLE MOTORS,KAHULUI,HI,US,96732
CASS,T,KC32,221 S WATT STREET,KENWORTH CHILLICOTHE,CHILLICOTHE,OH,US,45601
CASS,T,KC32,221 S WATT STREET,KENWORTH CHILLICOTHE CO ANIXTER,CHILLICOTHE,OH,US,45601
PTS,,KC32,221 S. WATT STREET,KW CHILLICOTHE c\o OPTIMAS (KC32),CHILLICOTHE,OH,USA,45601
PTS,,11502AF020,221 Sunset Dr.,Modine Manufacturing-Camdenton,CAMDENTON,MO,USA,65020
CASS,P,11502AF020,221 SUNSET DRIVE,MODINE MANUFACTURING CAMDENTON,CAMDENTON,MO,US,65020
CASS,T,11502AF,221 SUNSET DRIVE,MODINE MANUFACTURING CAMDENTON,CAMDENTON,MO,US,65020
PTS,,11502AF,221 SUNSET DRIVE,MODINE MANUFACTURING - CAMDENTON,CAMDENTON,MO,USA,65020
CASS,W,4286,221 W CHILLICOTHE AVE,EWH SPECTRUM INC,BELLEFONTAINE,OH,US,43311
CASS,W,6216,221 W MARKET,BRG PRECISION PRODUCTS,DERBY,KS,US,67037
PTS,,4286,221 W. CHILLICOTHE AVE.,"EWH SPECTRUM, INC.",BELLEFONTAINE,OH,USA,43311
PTS,,6216,221 W.MARKET,BRG PRECISION PRODUCTS,DERBY,KS,USA,67037
CASS,P,KC32,221 WATT STREET,KENWORTH TRUCK CO ANIXTER,CHILLICOTHE,OH,US,45601
CASS,T,L240,2210 91 AVENUE,EDMONTON KENWORTH,EDMONTON,AB,CA,T6P1K9
CASS,W,UNK,2210 KELLEN GROSS DR,LEWIS AND CLARK HYDRAULIC CO,YANKTON,SD,US,57078
CASS,P,T045500,2210 NW 92ND AVE,TAIKE SRL KEY LOGISTICS SOLUTIO,DORAL,FL,US,33172
CASS,P,UNK,2210 OLD UNION RD,RUSINIAKS COLLISION,CHEEKTOWAGA,NY,US,14227
SAP S4,SAP S4,302034,2210 PACIFIC AVENUE,ORKIN LLC,EVERETT,WA,US,98201
CASS,P,Z823001,2210 PENNINSULA DR,REDWOOD COAST TRUCKING,ARCATA,CA,US,95521
CASS,W,5252,2210 TALL PINES DRIVE STE 210,ENTREPRISE DATA SYSTEMS,LARGO,FL,US,33771
PTS,,5252,"2210 TALL PINES DRIVE, STE 210",ENTREPRISE DATA SYSTEMS,LARGO,FL,USA,33771
CASS,P,UNK,2210 W WILLOW ST,PETERBILT OF LAFAYETTE LLC,SCOTT,LA,US,70583
CASS,P,UNK,22100 PILLSBURY AVE,MICHELS CORP,LAKEVILLE,MN,US,55044
CASS,P,UNK,2211 37TH ST,GRID IRON FULFILMENT,EVERETT,WA,US,98201
CASS,W,1681,2211 ARBOR BLVD,DAYTRONIC CORP,DAYTON,OH,US,45439
PTS,,1681,2211 ARBOR BLVD.,DAYTRONIC CORP,DAYTON,OH,USA,45439
CASS,T,UNK,2211 AUBURN RD,EMC 2 INC,AUBURN HILLS,MI,US,48326
SAP S4,SAP S4,304267,2211 AUBURN RD,EMC2 INC,AUBURN HILLS,MI,US,48325
CASS,T,21416AA,2211 CENTURY CENTER BLVD,TRW NELSON DIVISION,IRVING,TX,US,75062
CASS,P,UNK,2211 NORTH FAYETTEVILLE,PETERBUILT OF VAN BUREN,VAN BUREN,AR,US,72956
SAP S4,SAP S4,303373,2211 RIVERSIDE AVENUE,AUGSBURG UNIVERSITY,MINNEAPOLIS,MN,US,55454
CASS,T,N999200,2211 S 2000 W,PENSKE TRUCK LEASING,SALT LAKE CITY,UT,US,84119
CASS,T,UNK,2211 S 47TH ST,AVNET INC,PHOENIX,AZ,US,85034
SAP S4,SAP S4,301388,2211 SOUTH 300 WEST,COLLER INDUSTRIES INCORPORATED,SALT LAKE CITY,UT,US,08415-0000
SAP S4,SAP S4,301488,22114 NETWORK PLACE,SNAP-ON SPECIALTY TOOLS,CHICAGO,IL,US,60673-1221
CASS,P,14382AA986,2212 1 2 PARROT WAY,KAPER II INC,KELSO,WA,US,98626
PTS,,14382AA986,2212 1/2 Parrot Way,Kaper II Inc,KELSO,WA,USA,98626
CASS,T,03476AA,2212 ELLIOTT DR,CHEMPLATE CORP,OLD HICKORY,TN,US,37138
PTS,,03476AA,2212 ELLIOTT DR,CHEMPLATE CORP,OLD HICKORY,TN,USA,37138
CASS,W,6258,2212 N YELLOWOOD AVE,SYSTEM SCALE CORP,BROKEN ARROW,OK,US,74012
CASS,W,4381,2212 N YELLOWOOD STREET,OKLAHOMA SCALE CO,BROKEN ARROW,OK,US,74012
PTS,,4381,2212 N YELLOWOOD STREET,OKLAHOMA SCALE CO.,BROKEN ARROW,OK,USA,74012
Winch,,6258,2212 N.YELLOWOOD AVE.,SYSTEM SCALE CORP.,BROKEN ARROW,OK,US,74012
PTS,,6258,2212 N.YELLOWOOD AVE.,SYSTEM SCALE CORP.,BROKEN ARROW,OK,USA,74012
PPD Australia,,6000510,2212 PARROTT WAY,KAPER II INC,KELSO,WA,US    ,98626
CASS,T,20832AA,2212 SW TEMPLE,DRIVER TECH,SALT LAKE CITY,UT,US,84101
PTS,,20832AA,2212 SW TEMPLE,DRIVER TECH,SALT LAKE CITY,UT,USA,84101
CASS,T,300886,2212 US HWY 6,FCA,COAL VALLEY,IL,US,61240
CASS,T,UNK,2212 W TAFT VINELAND RD,UNIVERSAL TECHNICAL INSTITUTE,ORLANDO,FL,US,32837
CASS,P,UNK,2213 15TH ST N,NABS AGG INDUSTRIES,WAHPETON,ND,US,58075
CASS,T,UNK,22135 ALLESSANDRO BLVD,SUPREME TRUCK BODIES,MORENO VALLEY,CA,US,92553
CASS,T,08478AF,2214 46TH AVE,ESNA HARVARD INDUSTRIES,LACHINE,QC,CA,H8T2P3
PTS,,08478AF,2214 46TH AVE,ESNA HARVARD INDUSTRIES,LACHINE,QC,CA    ,H8T 2P3
SAP S4,SAP S4,304557,"2214 FM 1187, BLDG 6",THERMOTECH INSULATION CO,MANSFIELD,TX,US,76063
CASS,T,UNK,2-215 CARNEGIE DR,INDUSTRIAL SOLUTIONS INC,ST ALBERT,AB,CA,T8N5B1
SAP S4,SAP S4,306384,2215 LYONS RD,TECH PRODUCTS CORPORATION,MIAMISBURG,OH,US,45342-4465
CASS,P,N908 006,2215 OLD LAWYERS RD,EDWARDS WOOD PRODUCTS INC,MARSHVILLE,NC,US,28103
CASS,P,C523,2215 RAND AVE,MHC KENWORTH COLORADO SPRINGS,COLORADO SPRINGS,CO,US,80906
PTS,,C523,2215 Rand Ave,MHC Kenworth - Colorado Springs,COLORADO SPRINGS,CO,USA,80906
CASS,P,UNK,2215 SW 3RD,NAPA AUTO PARTS #179,LAWTON,OK,US,73501
CASS,P,UNK,22150 CHALLENGER DR,SPHEROS ACC,ELKHART,IN,US,46514
CASS,W,5439,2217 CAROLINA AVE,GREDE II LLC BESSEMER,BESSEMER,AL,US,35020
PTS,,5439,2217 CAROLINA AVE,GREDE II LLC - BESSEMER,BESSEMER,AL,USA,35020
SAP S4,SAP S4,304469,2217 N CARROLL BLVD,NORTH TEXAS STATE FAIR ASSOC,DENTON,TX,US,76202
CASS,P,UNK,2217 NORTH REDWOOD ROAD,SEAGULL DIESEL PARTS INC,SALT LAKE CITY,UT,US,84116
CASS,W,2024,2218 E 55TH PL,BBC VOICE TECHNOLOGY,TULSA,OK,US,74105
PTS,,2024,2218 E. 55TH PL,BBC VOICE TECHNOLOGY,TULSA,OK,USA,74105
SAP S4,SAP S4,306744,2218 S BROADWAY AVE,JTR INC,GREEN BAY,WI,US,54304
SAP S4,SAP S4,303862,2219 7TH AVE S,MARK VOIGT,SAINT CLOUD,MN,US,56301
SAP S4,SAP S4,304379,"2219 S LOOP 288 NO144, STE 114",JASON'S DELI,DENTON,TX,US,76205
SAP S4,SAP S4,305025,222 18TH AVENUE NORTHEAST,TYLER KOCH,HAMPTON,IA,US,50441
PTS,,BMS,222 Bronder Drive,Not Valid BMS c/o DONALDSON COMPANY,FOLEY,MN,USA,56329
SAP S4,SAP S4,303400,222 COUNTY ROAD 1110,JAMES MCDONALD,DECATUR,TX,US,76234
CASS,P,NLV,222 E HWY 70,HARALSONS AUTO PARTS,SAFFORD,AZ,US,85546
CASS,P,P613 001,222 EAST WHEATLEY ST,TLG TRUCK CENTER,EMPIRE,OH,US,43926
CASS,P,UNK,222 EUGENIE ST E,VALIANT MACHINE $ TOOL INC,WINDSOR,ON,CA,N8X2X8
SAP S4,SAP S4,304201,222 LAKEVIEW AVE STE 200,ISLAND HOSPITALITY MGMT III. L,WEST PALM BEACH,FL,US,33401
PPD Australia,,6003390,222 LITTLE CANADA RD,Gopher Electronics Co.,ST PAUL,MN,US    ,55117
SAP S4,SAP S4,305454,222 MERCHANDISE MART,MSDS ONLINE INC,CHICAGO,IL,US,60654
CASS,W,UNK,222 MOO 1 AMBOL HAUKAO AMPUR,BANGKOK FREIGHT FORWARDER,SONGKHLA,XX,US,92080
SAP S4,SAP S4,302202,222 NORTH LASALLE STREET,FORAN GLENNON PALANDECH PONZI AND,CHICAGO,IL,US,60601
CASS,P,K415007,222 OLD KIRKPATRICK RD,WARRIOR RIVER TRUCK,CORDOVA,AL,US,35550
SAP S4,SAP S4,306586,222 PALISADES CREEK DRIVE,OFFSHORE TECHNOLOGY CONFERENCE,RICHARDSON,TX,US,75080
CASS,P,Y140 800,222 REDONDO BEACH BLVD F,YANTAI JEREH OILFIELD SVCS,GARDENA,CA,US,90248
SAP S4,SAP S4,302207,222 ROSEWOOD DRIVE,COPYRIGHT CLEARANCE CENTERINC,DANVERS,MA,US,1923
CASS,P,UNK,222 S WHEATLEY ST,PETERBILT PAC LEASE OF OHIO,EMPIRE,OH,US,43926
CASS,P,UNK,222 STATE HIGHWAY 1947 STE 5,PONDEROSA HEAVY DUTY,GRAYSON,KY,US,41143
CASS,W,6884,222 WARREN ST,CNC SOLUTIONS,HOLDENVILLE,OK,US,74848
PTS,,6884,222 WARREN ST,CNC SOLUTIONS,HOLDENVILLE,OK,USA,74848
PTS,,21150AA925,2220 Almond Ave,Spectra Premium-Riverside,REDLANDS,CA,USA,92374
CASS,P,21150AA925,2220 ALMOND AVENUE,SPECTRA PREMIUM USA CORP,REDLANDS,CA,US,92374
CASS,P,AU01,2220 EAST CARSON STREET,AUSTRALIA CO AZ WEST,LONG BEACH,CA,US,90745
CASS,P,AU01,2220 EAST CARSON STREET,AUSTRALIA CO AZ WEST,LONG BEACH,CA,US,90745
PTS,,AU01,2220 EAST CARSON STREET,AUSTRALIA C/O AZ WEST,LONG BEACH,CA,USA,90745
CASS,P,K415,2220 FINLEY BLVD,KENWORTH OF BIRMINGHAM INC,BIRMINGHAM,AL,US,35234
SAP S4,SAP S4,K415,2220 FINLEY BLVD,"KENWORTH OF BIRMINGHAM, INC",BIRMINGHAM,AL,US,35234
PTS,,K415,2220 Finley Blvd,Kenworth of Birmingham Inc,BIRMINGHAM,AL,USA,35234
CASS,P,UNK,2220 GLENAYRE WAY,TILLITT COLLISION REPAIR,QUINCY,IL,US,62305
CASS,T,UNK,2220 GRISHAM DR,GLECO PLATING INC,ROWLETT,TX,US,75088
SAP S4,SAP S4,305150,2220 HIGHWAY 70 SE STE 100,RPM WOOD FINISHES GROUP MOHAWK,HICKORY,NC,US,28602
SAP S4,SAP S4,304995,2220 MERRITT DRIVE #200,TTTE LTD,GARLAND,TX,US,75041
CASS,P,T180 007,2220 PENN ST,MBS,IRVING,TX,US,75061
SAP S4,SAP S4,304718,"2220 WEST PETER SMITH, STE 100",ARC DOCUMENT SOLUTIONS,FORT WORTH,TX,US,76102
CASS,P,UNK,22207 PRATS DAIRY RD,AIR GAS PRIORITY,ABITA SPRINGS,LA,US,70420
CASS,W,5806,2221 16TH AVENUE S,THE EGGING CO,CLINTON,IA,US,52732
